

NCBIGENE:100131244	r":"API rate limit exceeded
NCBIGENE:100131303	ERROR
NCBIGENE:100131378	r":"API rate limit exceeded
NCBIGENE:100131390	SP9
NCBIGENE:100131439	r":"API rate limit exceeded
NCBIGENE:100131539	r":"API rate limit exceeded
NCBIGENE:100131608	PRR23D1
NCBIGENE:100131755	r":"API rate limit exceeded
NCBIGENE:100131801	PET100
NCBIGENE:100131814	ERROR
NCBIGENE:100131827	ZNF717
NCBIGENE:100131897	r":"API rate limit exceeded
NCBIGENE:100131902	KRTAP25-1
NCBIGENE:100131980	r":"API rate limit exceeded
NCBIGENE:100132074	FOXO6
NCBIGENE:100132247	NPIPB5
NCBIGENE:100132285	KIR2DS2
NCBIGENE:100132304	r":"API rate limit exceeded
NCBIGENE:100132386	KRTAP4-9
NCBIGENE:100132396	ERROR
NCBIGENE:100132399	GAGE12D
NCBIGENE:100132406	r":"API rate limit exceeded
NCBIGENE:100132463	r":"API rate limit exceeded
NCBIGENE:100132476	KRTAP4-7
NCBIGENE:100132911	r":"API rate limit exceeded
NCBIGENE:100132916	SHISAL2B
NCBIGENE:100132963	r":"API rate limit exceeded
NCBIGENE:100132994	CXorf49B
NCBIGENE:100133053	r":"API rate limit exceeded
NCBIGENE:100133093	FAM25G
NCBIGENE:100133251	r":"API rate limit exceeded
NCBIGENE:100133267	r":"API rate limit exceeded
NCBIGENE:100133301	r":"API rate limit exceeded
NCBIGENE:100133941	CD24
NCBIGENE:100134444	r":"API rate limit exceeded
NCBIGENE:100134934	TEN1
NCBIGENE:100134938	UPK3BL1
NCBIGENE:100137047	r":"API rate limit exceeded
NCBIGENE:100137049	PLA2G4B
NCBIGENE:10014	HDAC5
NCBIGENE:100141515	r":"API rate limit exceeded
NCBIGENE:100142659	r":"API rate limit exceeded
NCBIGENE:100144748	KLLN
NCBIGENE:10015	PDCD6IP
NCBIGENE:100151683	RNU4ATAC
NCBIGENE:10016	PDCD6
NCBIGENE:100169751	r":"API rate limit exceeded
NCBIGENE:100169753	RNA5S2
NCBIGENE:100169754	r":"API rate limit exceeded
NCBIGENE:100169755	RNA5S4
NCBIGENE:100169756	RNA5S5
NCBIGENE:100169757	RNA5S6
NCBIGENE:100169758	RNA5S7
NCBIGENE:100169759	r":"API rate limit exceeded
NCBIGENE:100169760	ERROR
NCBIGENE:100169761	RNA5S10
NCBIGENE:100169762	RNA5S11
NCBIGENE:100169763	r":"API rate limit exceeded
NCBIGENE:100169764	RNA5S13
NCBIGENE:100169765	RNA5S14
NCBIGENE:100169766	RNA5S15
NCBIGENE:100169767	r":"API rate limit exceeded
NCBIGENE:100169768	RNA5S17
NCBIGENE:100169851	PATE3
NCBIGENE:10017	BCL2L10
NCBIGENE:100170229	SRRM5
NCBIGENE:100170765	r":"API rate limit exceeded
NCBIGENE:100170841	r":"API rate limit exceeded
NCBIGENE:10018	BCL2L11
NCBIGENE:100188856	r":"API rate limit exceeded
NCBIGENE:100188893	r":"API rate limit exceeded
NCBIGENE:10019	SH2B3
NCBIGENE:100190949	C5orf52
NCBIGENE:100191040	r":"API rate limit exceeded
NCBIGENE:1002	r":"API rate limit exceeded
NCBIGENE:10020	GNE"
NCBIGENE:10021	r"":""API rate limit exceeded"
NCBIGENE:100216344	r":"API rate limit exceeded
NCBIGENE:10022	INSL5
NCBIGENE:10023	FRAT1
NCBIGENE:10024	TROAP
NCBIGENE:10025	ERROR
NCBIGENE:10026	PIGK
NCBIGENE:100271715	ARHGEF33
NCBIGENE:100271837	r":"API rate limit exceeded
NCBIGENE:100271846	r":"API rate limit exceeded
NCBIGENE:100271849	MEF2B
NCBIGENE:100271927	RASA4B
NCBIGENE:100272147	r":"API rate limit exceeded
NCBIGENE:100287144	USP17L10
NCBIGENE:100287171	WASHC1
NCBIGENE:100287178	ERROR
NCBIGENE:100287205	r":"API rate limit exceeded
NCBIGENE:100287226	ZNF729
NCBIGENE:100287238	USP17L13
NCBIGENE:100287284	r":"API rate limit exceeded
NCBIGENE:100287327	r":"API rate limit exceeded
NCBIGENE:100287362	PRSS46P
NCBIGENE:100287364	USP17L18
NCBIGENE:100287399	POTEB2
NCBIGENE:100287404	r":"API rate limit exceeded
NCBIGENE:100287441	r":"API rate limit exceeded
NCBIGENE:100287478	r":"API rate limit exceeded
NCBIGENE:100287482	SMKR1
NCBIGENE:100287513	ERROR
NCBIGENE:100287718	ANKRD66
NCBIGENE:100287898	TTC34
NCBIGENE:100287932	TIMM23
NCBIGENE:100288142	ERROR
NCBIGENE:100288287	KRTAP22-2
NCBIGENE:100288323	KRTAP21-3
NCBIGENE:100288332	r":"API rate limit exceeded
NCBIGENE:100288413	ERVMER34-1
NCBIGENE:100288485	r":"API rate limit exceeded
NCBIGENE:100288520	USP17L15
NCBIGENE:100288687	r":"API rate limit exceeded
NCBIGENE:100288695	LIMS4
NCBIGENE:100288797	r":"API rate limit exceeded
NCBIGENE:100288801	FRG2C
NCBIGENE:100288814	CLDN34
NCBIGENE:100288966	LOC100288966
NCBIGENE:100289087	ERROR
NCBIGENE:100289187	TMEM225B
NCBIGENE:100289462	DEFB4B
NCBIGENE:100289635	ZNF605
NCBIGENE:100289678	ZNF783
NCBIGENE:100293516	ERROR
NCBIGENE:100293534	r":"API rate limit exceeded
NCBIGENE:1003	CDH5
NCBIGENE:100302115	r":"API rate limit exceeded
NCBIGENE:100302138	MIR1292
NCBIGENE:100302142	ERROR
NCBIGENE:100302143	MIR1248
NCBIGENE:100302145	r":"API rate limit exceeded
NCBIGENE:100302149	MIR1249
NCBIGENE:100302150	r":"API rate limit exceeded
NCBIGENE:100302168	r":"API rate limit exceeded
NCBIGENE:100302174	MIR1307
NCBIGENE:100302183	r":"API rate limit exceeded
NCBIGENE:100302196	MIR1234
NCBIGENE:100302197	MIR1306
NCBIGENE:100302201	MIR1228
NCBIGENE:100302213	MIR1181
NCBIGENE:100302232	MIR1226
NCBIGENE:100302236	MIR1260A
NCBIGENE:100302237	MIR1281
NCBIGENE:100302238	MIR103B1
NCBIGENE:100302240	MIR1304
NCBIGENE:100302242	MIR1236
NCBIGENE:100302246	MIR1301
NCBIGENE:100302250	MIR1197
NCBIGENE:100302258	MIR1469
NCBIGENE:100302259	MIR1202
NCBIGENE:100302263	MIR1908
NCBIGENE:100302274	MIR1178
NCBIGENE:100302282	MIR103B2
NCBIGENE:100302652	GPR75-ASB3
NCBIGENE:100302690	DLG2-AS1
NCBIGENE:100302736	TMED7-TICAM2
NCBIGENE:100303453	TSNAX-DISC1
NCBIGENE:100303755	PET117
NCBIGENE:100310812	SPDYE2B
NCBIGENE:100310846	ANKRD61
NCBIGENE:100312787	VN1R31P
NCBIGENE:100313781	r":"API rate limit exceeded
NCBIGENE:100313838	MIR764
NCBIGENE:100313843	MIR711
NCBIGENE:100313886	MIR2116
NCBIGENE:100313923	r":"API rate limit exceeded
NCBIGENE:100316904	SAP25
NCBIGENE:100329135	TRPC5OS
NCBIGENE:100359393	SCA30
NCBIGENE:100359402	SPG41
NCBIGENE:100359403	r":"API rate limit exceeded
NCBIGENE:10036	CHAF1A
NCBIGENE:10038	PARP2
NCBIGENE:100381270	ZBED6
NCBIGENE:10039	PARP3
NCBIGENE:1004	CDH6
NCBIGENE:10040	TOM1L1
NCBIGENE:10042	HMGXB4
NCBIGENE:100422821	MIR1273C
NCBIGENE:100422832	MIR3191
NCBIGENE:100422837	MIR1193
NCBIGENE:100422894	MIR4260
NCBIGENE:100422910	MIR2861
NCBIGENE:100422981	MIR3173
NCBIGENE:100422991	MIR1260B
NCBIGENE:100423009	r":"API rate limit exceeded
NCBIGENE:100423062	IGLL5
NCBIGENE:10043	TOM1
NCBIGENE:100431172	KLRF2
NCBIGENE:10044	SH2D3C"
NCBIGENE:10045	r"":""API rate limit exceeded"
NCBIGENE:10046	MAMLD1
NCBIGENE:100462977	MTRNR2L1
NCBIGENE:100462981	MTRNR2L2
NCBIGENE:100462983	MTRNR2L3
NCBIGENE:100463285	MTRNR2L4
NCBIGENE:100463289	MTRNR2L5
NCBIGENE:100463482	MTRNR2L6
NCBIGENE:100463486	MTRNR2L8
NCBIGENE:100463487	r":"API rate limit exceeded
NCBIGENE:100463488	MTRNR2L10
NCBIGENE:10047	CST8
NCBIGENE:10048	RANBP9
NCBIGENE:10049	DNAJB6
NCBIGENE:100499467	LINC00673
NCBIGENE:100499483	CCDC180
NCBIGENE:1005	CDH7
NCBIGENE:10050	SLC17A4
NCBIGENE:100500809	MIR23C
NCBIGENE:100500810	MIR3620
NCBIGENE:100500827	MIR3614
NCBIGENE:100500832	MIR3658
NCBIGENE:100500837	MIR3606
NCBIGENE:100500842	MIR3652
NCBIGENE:100500847	MIR3615
NCBIGENE:100500853	MIR3605
NCBIGENE:100500860	MIR3618
NCBIGENE:100500888	MIR3940
NCBIGENE:100500914	MIR3610
NCBIGENE:100500938	CCDC179
NCBIGENE:100505385	IQCJ-SCHIP1
NCBIGENE:100505478	TEX48
NCBIGENE:100505573	INAFM2
NCBIGENE:100505591	LRRC3C
NCBIGENE:100505679	r":"API rate limit exceeded
NCBIGENE:100505724	KRTAP9-7
NCBIGENE:100505741	SPATA1
NCBIGENE:100505753	KRTAP16-1
NCBIGENE:100505767	SPDYE18
NCBIGENE:100505876	r":"API rate limit exceeded
NCBIGENE:100505984	LINC02478
NCBIGENE:100505993	TMEM210
NCBIGENE:100506012	PPP5D1
NCBIGENE:100506013	APELA
NCBIGENE:100506049	r":"API rate limit exceeded
NCBIGENE:100506084	ARL17B
NCBIGENE:100506127	r":"API rate limit exceeded
NCBIGENE:100506144	TMEM35B
NCBIGENE:100506164	HSFX1
NCBIGENE:100506243	r":"API rate limit exceeded
NCBIGENE:100506248	r":"API rate limit exceeded
NCBIGENE:100506422	LOC100506422
NCBIGENE:100506564	THEGL
NCBIGENE:100506581	C16orf95
NCBIGENE:100506658	OCLN
NCBIGENE:100506736	r":"API rate limit exceeded
NCBIGENE:100506742	CASP12
NCBIGENE:100506888	ELOA3DP
NCBIGENE:100506965	PWAR6
NCBIGENE:100507003	GFY
NCBIGENE:100507027	MRLN
NCBIGENE:100507050	TPBGL
NCBIGENE:100507055	LRCOL1
NCBIGENE:100507056	CCAT1
NCBIGENE:100507096	r":"API rate limit exceeded
NCBIGENE:100507170	r":"API rate limit exceeded
NCBIGENE:100507203	SMLR1
NCBIGENE:100507290	r":"API rate limit exceeded
NCBIGENE:100507341	SMIM18
NCBIGENE:100507421	r":"API rate limit exceeded
NCBIGENE:100507436	MICA
NCBIGENE:100507588	r":"API rate limit exceeded
NCBIGENE:100507607	r":"API rate limit exceeded
NCBIGENE:100507608	KRTAP9-6
NCBIGENE:100507650	RNF212B
NCBIGENE:100507679	MUC22
NCBIGENE:10051	SMC4
NCBIGENE:10052	GJC1
NCBIGENE:100526664	LY75-CD302
NCBIGENE:100526693	r":"API rate limit exceeded
NCBIGENE:100526694	MSANTD3-TMEFF1
NCBIGENE:100526737	RBM14-RBM4
NCBIGENE:100526739	CENPS-CORT
NCBIGENE:100526740	ATP5MF-PTCD1
NCBIGENE:100526760	ABHD14A-ACY1
NCBIGENE:100526761	CCDC169-SOHLH2
NCBIGENE:100526767	RNF103-CHMP3
NCBIGENE:100526772	STIMATE-MUSTN1
NCBIGENE:100526773	EPPIN-WFDC6
NCBIGENE:100526783	ERROR
NCBIGENE:100526794	NT5C1B-RDH14
NCBIGENE:100526832	PHOSPHO2-KLHL23
NCBIGENE:100526835	r":"API rate limit exceeded
NCBIGENE:100526842	RPL17-C18orf32
NCBIGENE:100527943	TGIF2-RAB5IF
NCBIGENE:100527949	GIMAP1-GIMAP5
NCBIGENE:100527963	PMF1-BGLAP
NCBIGENE:100527964	r":"API rate limit exceeded
NCBIGENE:100527978	TLCD4-RWDD3
NCBIGENE:100528017	r":"API rate limit exceeded
NCBIGENE:100528021	ST20-MTHFS
NCBIGENE:100528030	r":"API rate limit exceeded
NCBIGENE:100528032	KLRC4-KLRK1
NCBIGENE:100528062	ARMCX5-GPRASP2
NCBIGENE:100529063	BCL2L2-PABPN1
NCBIGENE:100529097	RPL36A-HNRNPH2
NCBIGENE:100529144	CORO7-PAM16
NCBIGENE:100529207	RAD51L3-RFFL
NCBIGENE:100529215	ZNF559-ZNF177
NCBIGENE:100529239	RPS10-NUDT3
NCBIGENE:100529240	ZNF816-ZNF321P
NCBIGENE:100529241	HSPE1-MOB4
NCBIGENE:100529251	CKLF-CMTM1
NCBIGENE:100529257	SYNJ2BP-COX16
NCBIGENE:100529261	CHURC1-FNTB
NCBIGENE:10053	AP1M2
NCBIGENE:100532726	NDUFC2-KCTD14
NCBIGENE:100532731	COMMD3-BMI1
NCBIGENE:100532736	MICOS10-NBL1
NCBIGENE:100533105	C8orf44-SGK3
NCBIGENE:100533106	ZHX1-C8orf76
NCBIGENE:100533177	r":"API rate limit exceeded
NCBIGENE:100533181	FXYD6-FXYD2
NCBIGENE:100533183	ZNF664-RFLNA
NCBIGENE:100533467	BIVM-ERCC5
NCBIGENE:100533496	TVP23C-CDRT4
NCBIGENE:100533642	FNBP1P1
NCBIGENE:100533646	ZNF840P
NCBIGENE:100533952	RBAK-RBAKDN
NCBIGENE:100533997	MAGEA10-MAGEA5
NCBIGENE:100534012	TNFAIP8L2-SCNM1
NCBIGENE:100534592	URGCP-MRPS24
NCBIGENE:100534599	ISY1-RAB43
NCBIGENE:10054	ERROR
NCBIGENE:10055	SAE1
NCBIGENE:10056	FARSB
NCBIGENE:10057	ABCC5"
NCBIGENE:10058	r"":""API rate limit exceeded"
NCBIGENE:10059	DNM1L
NCBIGENE:1006	CDH8
NCBIGENE:10060	ABCC9
NCBIGENE:10061	ERROR
NCBIGENE:100616122	MIR4523
NCBIGENE:100616124	MIR4647
NCBIGENE:100616139	MIR4741
NCBIGENE:100616150	r":"API rate limit exceeded
NCBIGENE:100616173	MIR203B
NCBIGENE:100616211	MIR4709
NCBIGENE:100616237	MIR4640
NCBIGENE:100616250	MIR3960
NCBIGENE:100616256	r":"API rate limit exceeded
NCBIGENE:100616258	r":"API rate limit exceeded
NCBIGENE:100616259	MIR378I
NCBIGENE:100616270	MIR4651
NCBIGENE:100616282	MIR4738
NCBIGENE:100616314	MIR4750
NCBIGENE:100616323	MIR4482
NCBIGENE:100616329	MIR4700
NCBIGENE:100616340	ERROR
NCBIGENE:100616387	MIR3064
NCBIGENE:100616394	r":"API rate limit exceeded
NCBIGENE:100616400	MIR3198-2
NCBIGENE:100616403	r":"API rate limit exceeded
NCBIGENE:100616408	MIR5047
NCBIGENE:100616414	r":"API rate limit exceeded
NCBIGENE:100616424	MIR4707
NCBIGENE:100616452	ERROR
NCBIGENE:100616453	MIR4687
NCBIGENE:100616459	r":"API rate limit exceeded
NCBIGENE:100616477	r":"API rate limit exceeded
NCBIGENE:100616496	r":"API rate limit exceeded
NCBIGENE:100616500	MIR4683
NCBIGENE:10062	NR1H3
NCBIGENE:10063	COX17
NCBIGENE:100631383	r":"API rate limit exceeded
NCBIGENE:100652748	TIMM23B
NCBIGENE:100652824	r":"API rate limit exceeded
NCBIGENE:100653049	r":"API rate limit exceeded
NCBIGENE:100653515	CEP295NL
NCBIGENE:10066	ERROR
NCBIGENE:10067	SCAMP3
NCBIGENE:10068	IL18BP"
NCBIGENE:10069	r"":""API rate limit exceeded"
NCBIGENE:1007	CDH9
NCBIGENE:10071	MUC12
NCBIGENE:10072	DPP3
NCBIGENE:10073	SNUPN
NCBIGENE:10075	HUWE1
NCBIGENE:100750225	PCAT1
NCBIGENE:10076	PTPRU
NCBIGENE:10077	TSPAN32"
NCBIGENE:100775105	ERROR
NCBIGENE:10078	r"":""API rate limit exceeded"
NCBIGENE:10079	ATP9A"
NCBIGENE:1008	CDH10
NCBIGENE:10081	r"":""API rate limit exceeded"
NCBIGENE:10082	GPC6
NCBIGENE:100820829	r":"API rate limit exceeded
NCBIGENE:10083	USH1C
NCBIGENE:10084	PQBP1
NCBIGENE:100847012	MIR5004
NCBIGENE:100847042	MIR5572
NCBIGENE:100847046	MIR5010
NCBIGENE:100847052	ERROR
NCBIGENE:100847070	r":"API rate limit exceeded
NCBIGENE:100847079	r":"API rate limit exceeded
NCBIGENE:10085	EDIL3"
NCBIGENE:10086	r"":""API rate limit exceeded"
NCBIGENE:100861412	FSBP
NCBIGENE:100861540	CYP3A7-CYP3A51P
NCBIGENE:100862671	r":"API rate limit exceeded
NCBIGENE:10087	CERT1
NCBIGENE:100885773	DYT21
NCBIGENE:100885848	r":"API rate limit exceeded
NCBIGENE:100885850	r":"API rate limit exceeded
NCBIGENE:10089	KCNK7
NCBIGENE:1009	CDH11
NCBIGENE:10090	UST"
NCBIGENE:100913187	APOBEC3A_B
NCBIGENE:10092	r"":""API rate limit exceeded"
NCBIGENE:10093	ARPC4"
NCBIGENE:10094	r"":""API rate limit exceeded"
NCBIGENE:10095	ARPC1B"
NCBIGENE:10096	r"":""API rate limit exceeded"
NCBIGENE:10097	ACTR2
NCBIGENE:10098	TSPAN5
NCBIGENE:10099	TSPAN3
NCBIGENE:100996331	r":"API rate limit exceeded
NCBIGENE:100996485	C5orf66
NCBIGENE:100996648	ERROR
NCBIGENE:100996709	r":"API rate limit exceeded
NCBIGENE:100996717	NOTCH2NLC
NCBIGENE:100996746	r":"API rate limit exceeded
NCBIGENE:100996758	NPY4R2
NCBIGENE:100996763	r":"API rate limit exceeded
NCBIGENE:100996928	r":"API rate limit exceeded
NCBIGENE:100996939	r":"API rate limit exceeded
NCBIGENE:101	ADAM8
NCBIGENE:1010	CDH12
NCBIGENE:10100	ERROR
NCBIGENE:10101	NUBP2
NCBIGENE:10102	TSFM"
NCBIGENE:10103	r"":""API rate limit exceeded"
NCBIGENE:10105	PPIF"
NCBIGENE:101059918	GOLGA8R
NCBIGENE:101059938	NPIPA7
NCBIGENE:101059953	NPIPA8
NCBIGENE:10106	r"":""API rate limit exceeded"
NCBIGENE:101060200	ZNF891
NCBIGENE:101060211	CT45A7
NCBIGENE:101060233	OPN1MW3
NCBIGENE:101060301	HNRNPCL4
NCBIGENE:101060321	r":"API rate limit exceeded
NCBIGENE:101060351	TBC1D3K
NCBIGENE:101060376	TBC1D3L
NCBIGENE:101060389	TBC1D3D
NCBIGENE:101060399	LOC101060399
NCBIGENE:101060521	r":"API rate limit exceeded
NCBIGENE:10107	ERROR
NCBIGENE:10108	MKRN3-AS1
NCBIGENE:10109	ARPC2"
NCBIGENE:10110	r"":""API rate limit exceeded"
NCBIGENE:101101692	HELLPAR
NCBIGENE:10111	RAD50
NCBIGENE:10112	KIF20A
NCBIGENE:10113	PREB
NCBIGENE:10114	HIPK3
NCBIGENE:10116	FEM1B
NCBIGENE:10117	ENAM
NCBIGENE:101180907	USH1K
NCBIGENE:101180976	IFNL4
NCBIGENE:1012	CDH13
NCBIGENE:10120	ERROR
NCBIGENE:10121	ACTR1A
NCBIGENE:10123	ARL4C
NCBIGENE:10124	ARL4A
NCBIGENE:10125	RASGRP1
NCBIGENE:10126	DNAL4
NCBIGENE:10127	ZNF263"
NCBIGENE:10128	r"":""API rate limit exceeded"
NCBIGENE:10129	ERROR
NCBIGENE:1013	CDH15
NCBIGENE:10130	ERROR
NCBIGENE:10131	TRAP1
NCBIGENE:10133	OPTN
NCBIGENE:10134	ERROR
NCBIGENE:10135	NAMPT
NCBIGENE:10136	CELA3A
NCBIGENE:10137	RBM12
NCBIGENE:10138	ERROR
NCBIGENE:10139	ARFRP1
NCBIGENE:1014	CDH16
NCBIGENE:10140	TOB1
NCBIGENE:10142	AKAP9
NCBIGENE:10143	CLEC3A
NCBIGENE:10144	FAM13A
NCBIGENE:10146	G3BP1
NCBIGENE:10147	SUGP2
NCBIGENE:10148	EBI3
NCBIGENE:10149	ADGRG2
NCBIGENE:1015	CDH17
NCBIGENE:10150	MBNL2
NCBIGENE:10151	HNRNPA3P1
NCBIGENE:10152	ABI2"
NCBIGENE:10153	r"":""API rate limit exceeded"
NCBIGENE:10154	PLXNC1
NCBIGENE:10155	TRIM28
NCBIGENE:10156	ERROR
NCBIGENE:10157	AASS
NCBIGENE:10158	PDZK1IP1
NCBIGENE:10159	ERROR
NCBIGENE:1016	CDH18
NCBIGENE:10160	FARP1
NCBIGENE:10161	LPAR6
NCBIGENE:10162	LPCAT3
NCBIGENE:10163	WASF2
NCBIGENE:10164	CHST4
NCBIGENE:10165	SLC25A13
NCBIGENE:10166	SLC25A15
NCBIGENE:101669767	SCHLAP1
NCBIGENE:10168	ZNF197
NCBIGENE:10169	SERF2
NCBIGENE:1017	CDK2
NCBIGENE:10170	DHRS9
NCBIGENE:10171	RCL1
NCBIGENE:10172	ZNF256
NCBIGENE:10174	SORBS3"
NCBIGENE:10175	r"":""API rate limit exceeded"
NCBIGENE:10178	TENM1"
NCBIGENE:10179	r"":""API rate limit exceeded"
NCBIGENE:1018	CDK3
NCBIGENE:10180	RBM6"
NCBIGENE:10181	r"":""API rate limit exceeded"
NCBIGENE:10184	LHFPL2"
NCBIGENE:10186	r"":""API rate limit exceeded"
NCBIGENE:10188	TNK2
NCBIGENE:10189	ALYREF
NCBIGENE:1019	CDK4
NCBIGENE:10190	TXNDC9"
NCBIGENE:101927423	PANO1
NCBIGENE:101927581	CCDC182
NCBIGENE:101927601	GOLGA6L19
NCBIGENE:101928108	LY6L
NCBIGENE:101928147	FAM243A
NCBIGENE:101928376	IL12A-AS1
NCBIGENE:101928527	PIGBOS1
NCBIGENE:101928583	SLC7A14-AS1
NCBIGENE:101928601	MEI4
NCBIGENE:101928603	ARMH2
NCBIGENE:101928917	HSFX3
NCBIGENE:101929726	MYMX
NCBIGENE:101929876	LOC101929876
NCBIGENE:101929926	r":"API rate limit exceeded
NCBIGENE:101929983	PRAMEF27
NCBIGENE:10193	r"":""API rate limit exceeded"
NCBIGENE:101930123	LOC101930123
NCBIGENE:101930165	LOC101930165
NCBIGENE:10194	TSHZ1
NCBIGENE:10195	ALG3"
NCBIGENE:10196	r"":""API rate limit exceeded"
NCBIGENE:10197	PSME3"
NCBIGENE:10198	r"":""API rate limit exceeded"
NCBIGENE:10199	MPHOSPH10"
NCBIGENE:102	r":"API rate limit exceeded
NCBIGENE:1020	CDK5
NCBIGENE:10200	r"":""API rate limit exceeded"
NCBIGENE:10201	NME6"
NCBIGENE:10202	r"":""API rate limit exceeded"
NCBIGENE:10203	CALCRL"
NCBIGENE:10204	r"":""API rate limit exceeded"
NCBIGENE:10205	MPZL2
NCBIGENE:10206	TRIM13
NCBIGENE:10207	PATJ
NCBIGENE:10208	ERROR
NCBIGENE:10209	EIF1
NCBIGENE:1021	CDK6
NCBIGENE:10210	TOPORS"
NCBIGENE:10211	r"":""API rate limit exceeded"
NCBIGENE:10212	DDX39A
NCBIGENE:10213	PSMD14
NCBIGENE:10214	SSX3
NCBIGENE:10215	ERROR
NCBIGENE:102157402	AK6
NCBIGENE:10216	PRG4
NCBIGENE:10217	CTDSPL
NCBIGENE:10218	ANGPTL7
NCBIGENE:10219	KLRG1
NCBIGENE:1022	CDK7
NCBIGENE:10220	GDF11"
NCBIGENE:10221	r"":""API rate limit exceeded"
NCBIGENE:10223	GPA33
NCBIGENE:10224	ZNF443
NCBIGENE:10225	CD96"
NCBIGENE:10226	r"":""API rate limit exceeded"
NCBIGENE:10227	MFSD10
NCBIGENE:10228	STX6
NCBIGENE:102288414	C11orf98
NCBIGENE:10229	ERROR
NCBIGENE:10231	RCAN2
NCBIGENE:10232	MSLN"
NCBIGENE:10233	r"":""API rate limit exceeded"
NCBIGENE:10234	LRRC17"
NCBIGENE:10235	r"":""API rate limit exceeded"
NCBIGENE:10236	HNRNPR
NCBIGENE:10237	SLC35B1
NCBIGENE:10238	DCAF7
NCBIGENE:10239	AP3S2
NCBIGENE:1024	CDK8
NCBIGENE:10240	MRPS31
NCBIGENE:10241	CALCOCO2
NCBIGENE:10242	KCNMB2"
NCBIGENE:10243	r"":""API rate limit exceeded""
